product_id,store_id,order_date,selling_price,customer_id,order_id
P0549,S0091,03-02-2022,318,123485496,1111147832
P0394,S0133,28-08-2023,716,123463891,1111131423
P0742,S0026,26-04-2024,3937,123509561,1111175152
P0325,S0086,11-08-2022,727,123563048,1111124015
P0219,S0090,02-11-2023,426,123515370,1111147098
P0524,S0126,02-04-2022,1563,123470909,1111146405
P0286,S0088,29-05-2023,4811,123512318,1111147607
P0569,S0114,06-09-2023,1489,123520005,1111176431
P0129,S0078,19-02-2022,3786,123469922,1111131765
P0531,S0126,08-01-2023,4418,123547511,1111141886
P0453,S0058,28-02-2024,1855,123555129,1111115329
P0252,S0097,07-09-2022,109,123567665,1111149663
P0099,S0117,28-06-2022,3534,123467202,1111115882
P0525,S0135,15-06-2023,549,123539824,1111123434
P0129,S0098,01-04-2023,604,123552495,1111160690
P0131,S0069,07-08-2021,2069,123485344,1111140555
P0355,S0097,28-07-2021,523,123554853,1111142415
P0129,S0122,22-01-2023,4481,123466614,1111155250
P0239,S0107,19-07-2023,791,123563674,1111157130
P0456,S0051,22-03-2021,1607,123537228,1111182306
P0548,S0113,17-08-2022,2063,123505334,1111140352
P0348,S0008,05-12-2023,1726,123491656,1111123883
P0103,S0051,10-12-2023,664,123548553,1111144018
P0015,S0063,25-08-2021,759,123550944,1111157302
P0332,S0055,02-12-2021,2150,123474139,1111142061
P0079,S0067,07-02-2021,1874,123557242,1111113584
P0197,S0062,26-03-2024,3951,123482808,1111150226
P0341,S0065,28-02-2024,4397,123458087,1111144502
P0658,S0105,12-05-2023,4222,123474158,1111117976
P0233,S0102,18-09-2021,2617,123494882,1111126448
P0332,S0008,24-05-2021,1524,123504235,1111115298
P0500,S0018,01-12-2021,1979,123533135,1111129234
P0024,S0085,21-04-2021,810,123566695,1111154513
P0147,S0091,07-05-2023,2422,123460586,1111118094
P0372,S0050,07-02-2022,3609,123458075,1111143645
P0364,S0001,01-11-2023,1825,123473973,1111180141
P0439,S0043,26-10-2021,4711,123543269,1111130600
P0569,S0111,20-02-2021,3055,123518735,1111133175
P0389,S0038,10-08-2021,4901,123461219,1111139656
P0341,S0138,18-02-2021,2580,123559335,1111152660
P0239,S0132,02-04-2021,2724,123557554,1111153471
P0225,S0067,15-12-2022,3242,123459209,1111143129
P0125,S0098,08-02-2023,1626,123488747,1111119599
P0163,S0006,18-02-2021,3802,123475084,1111147546
P0350,S0031,04-03-2021,1797,123508293,1111165419
P0438,S0112,26-10-2022,3452,123530581,1111130282
P0536,S0106,04-06-2022,2070,123534353,1111181900
P0501,S0015,08-03-2021,1495,123491706,1111176885
P0663,S0120,01-07-2022,815,123490833,1111143072
P0277,S0052,12-02-2021,4540,123501817,1111115588
P0187,S0012,31-05-2023,1862,123545774,1111142009
P0227,S0116,08-01-2022,399,123525904,1111184911
P0569,S0038,26-04-2024,1704,123518845,1111138148
P0483,S0066,26-09-2023,1990,123511615,1111160370
P0524,S0070,10-01-2021,1435,123540680,1111137161
P0730,S0062,06-11-2023,4937,123470319,1111147576
P0446,S0069,15-03-2023,4222,123519042,1111127170
P0327,S0055,09-11-2023,4011,123525517,1111149449
P0110,S0020,05-06-2021,4384,123557126,1111147834
P0514,S0095,29-12-2021,1916,123542372,1111174738
P0090,S0140,23-12-2022,3418,123494410,1111175678
P0087,S0004,26-06-2021,1040,123522229,1111142338
P0185,S0012,24-10-2022,3019,123462114,1111185597
P0571,S0108,17-08-2021,4474,123470718,1111148095
P0017,S0129,21-02-2022,2268,123495551,1111147943
P0470,S0078,14-06-2022,4063,123548547,1111180334
P0260,S0139,16-03-2023,4431,123560797,1111176489
P0735,S0063,11-08-2021,1054,123547673,1111173722
P0470,S0040,06-10-2023,4594,123483844,1111173888
P0631,S0031,12-04-2022,4382,123514584,1111119364
P0083,S0058,18-12-2022,4892,123458151,1111112249
P0364,S0046,18-04-2024,1139,123522787,1111136719
P0712,S0096,28-03-2022,2316,123460660,1111132531
P0116,S0131,14-12-2023,4690,123545456,1111128491
P0035,S0008,04-05-2021,357,123479454,1111175181
P0286,S0065,16-04-2023,4838,123524321,1111171182
P0325,S0109,09-10-2022,3391,123495243,1111149786
P0388,S0067,26-04-2024,2468,123491285,1111169754
P0185,S0045,15-04-2022,2367,123486098,1111121848
P0212,S0036,19-04-2024,4155,123565221,1111161056
P0503,S0028,08-06-2021,1525,123467671,1111121412
P0658,S0072,30-09-2023,610,123471879,1111162863
P0639,S0128,23-01-2022,4362,123551764,1111144366
P0524,S0048,06-01-2023,628,123462452,1111159487
P0491,S0024,06-11-2023,307,123466852,1111146454
P0671,S0028,15-06-2021,2023,123558464,1111162949
P0131,S0062,22-10-2022,913,123563145,1111159504
P0229,S0115,11-03-2024,3002,123505552,1111119093
P0455,S0068,03-12-2023,4226,123499601,1111172991
P0362,S0022,11-04-2023,3241,123511180,1111150390
P0001,S0066,12-11-2023,3106,123556999,1111129074
P0196,S0024,13-09-2021,4326,123470252,1111115380
P0227,S0049,25-06-2021,3121,123547722,1111139201
P0740,S0033,01-01-2023,2811,123535974,1111141182
P0658,S0144,15-04-2023,2955,123476707,1111122279
P0552,S0038,08-05-2023,3687,123520273,1111155316
P0491,S0042,28-09-2021,1317,123472142,1111145885
P0162,S0094,20-04-2023,4598,123518654,1111185298
P0747,S0115,09-10-2023,3866,123515901,1111121417
P0241,S0035,17-02-2024,4353,123487230,1111183829
P0458,S0110,27-05-2023,2216,123468039,1111140394
P0195,S0072,08-12-2022,1697,123555303,1111113708
P0395,S0066,22-05-2022,2313,123558102,1111180780
P0671,S0018,26-01-2024,3683,123481014,1111116889
P0206,S0074,28-08-2022,3967,123468496,1111143044
P0362,S0105,09-03-2022,1631,123469999,1111135600
P0116,S0036,15-11-2023,1278,123550122,1111179078
P0297,S0008,06-09-2023,4941,123519352,1111141143
P0689,S0103,24-03-2021,4060,123546073,1111165614
P0311,S0009,14-03-2022,1790,123499201,1111163835
P0729,S0055,20-12-2022,2858,123480746,1111178101
P0569,S0017,19-09-2021,2076,123489380,1111177093
P0015,S0113,01-06-2023,594,123525288,1111116936
P0680,S0003,07-10-2023,1050,123493205,1111168967
P0174,S0095,02-08-2022,1509,123528752,1111145656
P0089,S0056,27-03-2022,1305,123499443,1111173056
P0448,S0055,24-03-2021,2879,123540463,1111144675
P0028,S0071,02-09-2021,3384,123492849,1111163877
P0425,S0028,24-11-2023,2793,123503459,1111114047
P0129,S0022,17-06-2021,2900,123471766,1111155624
P0261,S0117,09-03-2021,1168,123487168,1111184948
P0438,S0014,26-01-2024,682,123502469,1111128532
P0206,S0125,03-01-2024,4391,123459082,1111112096
P0477,S0096,29-09-2023,2012,123522572,1111156976
P0083,S0131,04-07-2023,4797,123560043,1111120751
P0318,S0006,07-02-2021,1309,123495453,1111139601
P0435,S0055,28-05-2021,2607,123548433,1111166751
P0702,S0123,05-11-2023,3802,123476138,1111155522
P0499,S0024,26-12-2022,1899,123476194,1111181880
P0377,S0073,25-04-2024,3547,123502974,1111164321
P0426,S0066,02-11-2023,2275,123477728,1111187089
P0695,S0090,06-04-2023,3250,123555807,1111112973
P0108,S0026,23-08-2021,2961,123471761,1111161922
P0737,S0051,27-06-2022,4963,123563599,1111135944
P0260,S0033,26-10-2022,2389,123523572,1111176392
P0569,S0112,07-07-2022,951,123492710,1111145781
P0470,S0012,09-12-2022,2341,123537878,1111172331
P0549,S0066,09-05-2021,1231,123533828,1111149975
P0408,S0138,10-07-2021,2602,123491483,1111143828
P0296,S0115,18-08-2023,1777,123543332,1111143420
P0082,S0112,29-09-2023,2076,123459919,1111150513
P0332,S0043,19-11-2021,1275,123522179,1111149158
P0500,S0013,03-11-2022,1451,123493036,1111145732
P0001,S0038,05-09-2023,1657,123497912,1111148627
P0204,S0039,24-04-2022,593,123477097,1111169276
P0572,S0104,19-10-2023,2680,123515602,1111150128
P0611,S0055,08-11-2021,2773,123562382,1111177539
P0435,S0092,13-11-2021,3676,123520443,1111137049
P0747,S0038,10-03-2021,4113,123534768,1111174358
P0657,S0069,14-02-2022,1634,123545638,1111120543
P0546,S0142,25-05-2022,4182,123500735,1111163827
P0366,S0061,26-04-2023,833,123507053,1111131001
P0171,S0111,16-06-2022,4548,123549338,1111155314
P0079,S0067,05-10-2023,2006,123482642,1111116524
P0140,S0063,03-11-2022,1242,123557498,1111122985
P0419,S0061,14-05-2023,3286,123459259,1111159956
P0212,S0101,18-01-2023,3465,123491963,1111142799
P0422,S0065,03-05-2021,4996,123482100,1111137257
P0427,S0012,26-01-2022,2734,123462285,1111154692
P0377,S0082,28-07-2021,4271,123461065,1111129891
P0100,S0049,09-05-2021,1741,123465574,1111167916
P0477,S0056,14-06-2023,1434,123457239,1111170084
P0556,S0126,12-12-2023,1000,123471520,1111112618
P0296,S0039,21-07-2021,1237,123471654,1111180556
P0532,S0112,08-04-2021,3041,123483284,1111172531
P0707,S0051,04-09-2021,2254,123499436,1111117692
P0611,S0045,30-03-2022,3810,123517527,1111170790
P0215,S0129,24-06-2022,4393,123545405,1111186653
P0718,S0018,17-06-2021,2002,123566025,1111122339
P0185,S0123,25-06-2023,1512,123462676,1111134847
P0733,S0001,19-12-2022,2588,123510468,1111147522
P0569,S0005,25-03-2021,1803,123538705,1111170285
P0716,S0058,04-06-2021,1066,123504937,1111173694
P0473,S0104,10-06-2023,2882,123555207,1111124001
P0184,S0020,03-02-2023,917,123476503,1111125727
P0712,S0001,10-01-2023,827,123549861,1111168573
P0712,S0045,08-10-2023,2369,123566973,1111171369
P0514,S0043,05-01-2024,2988,123468694,1111182132
P0474,S0025,05-09-2022,4840,123475816,1111119803
P0698,S0142,25-04-2022,983,123561005,1111186449
P0514,S0133,14-05-2023,3620,123468530,1111162595
P0103,S0114,17-06-2021,4282,123547749,1111170288
P0333,S0010,21-08-2021,1772,123553302,1111141535
P0277,S0143,17-01-2021,4521,123493051,1111173525
P0611,S0081,24-04-2024,562,123550229,1111131771
P0465,S0077,19-08-2021,4206,123496836,1111154343
P0704,S0142,15-04-2021,193,123559577,1111128113
P0461,S0003,14-12-2022,2503,123475672,1111123276
P0223,S0020,29-10-2021,298,123552314,1111156335
P0165,S0117,15-03-2021,2354,123471256,1111146398
P0536,S0045,16-01-2024,2344,123486763,1111163643
P0466,S0085,02-10-2023,2636,123531082,1111115922
P0239,S0085,27-04-2024,4080,123482885,1111150946
P0572,S0101,11-02-2024,680,123497236,1111160948
P0641,S0020,26-02-2022,889,123519616,1111134618
P0718,S0090,03-05-2022,505,123486042,1111114299
P0173,S0095,01-11-2023,282,123537428,1111163601
P0144,S0005,27-06-2023,4834,123469750,1111172504
P0520,S0017,16-01-2023,4391,123484584,1111116415
P0218,S0066,21-02-2021,3478,123530030,1111124846
P0362,S0097,20-03-2024,2741,123479616,1111151507
P0470,S0117,16-01-2022,2046,123521880,1111121374
P0433,S0010,17-02-2024,562,123536454,1111121711
P0071,S0050,17-01-2021,1914,123488425,1111124036
P0420,S0094,24-10-2023,1484,123555710,1111117747
P0435,S0094,12-06-2023,3950,123511343,1111122813
P0490,S0049,25-02-2023,2652,123480966,1111145522
P0348,S0093,11-02-2021,1433,123461100,1111116304
P0366,S0122,04-11-2022,3658,123490858,1111157074
P0613,S0078,19-10-2021,2417,123469503,1111174838
P0459,S0040,11-10-2021,4201,123492045,1111123141
P0212,S0036,01-08-2021,834,123474759,1111137942
P0018,S0102,25-02-2023,4462,123500606,1111138894
P0585,S0126,27-10-2023,3623,123566534,1111142274
P0140,S0093,07-11-2021,4143,123506547,1111132355
P0286,S0075,04-02-2023,4555,123525297,1111117948
P0061,S0138,27-03-2022,997,123531131,1111176163
P0427,S0108,16-08-2022,4849,123499848,1111164041
P0616,S0072,19-12-2022,4602,123497244,1111124470
P0611,S0048,04-04-2022,2598,123559213,1111187224
P0569,S0131,16-10-2023,1624,123559302,1111147913
P0296,S0132,21-02-2021,4361,123464020,1111148749
P0655,S0036,07-10-2023,2597,123561269,1111179495
P0042,S0102,12-10-2021,4458,123507763,1111155837
P0017,S0070,12-04-2023,3680,123468891,1111127824
P0412,S0063,10-11-2022,246,123506255,1111168169
P0324,S0043,19-07-2023,470,123502342,1111144167
P0214,S0048,08-04-2022,4748,123487628,1111135016
P0327,S0003,05-03-2023,3990,123478981,1111130849
P0639,S0016,05-03-2023,2035,123514753,1111118130
P0280,S0071,13-02-2024,3694,123510563,1111131688
P0429,S0040,03-06-2021,4557,123518250,1111165221
P0474,S0132,25-05-2021,977,123543090,1111121712
P0373,S0094,01-06-2022,214,123486892,1111184408
P0125,S0084,28-04-2023,722,123471889,1111136024
P0204,S0089,14-11-2022,998,123474968,1111182788
P0651,S0020,06-05-2023,490,123469065,1111132132
P0341,S0012,16-01-2023,3562,123559764,1111135847
P0173,S0097,28-05-2021,4750,123481164,1111183225
P0103,S0033,27-01-2022,2811,123499547,1111183373
P0695,S0108,13-03-2023,1529,123503761,1111111572
P0328,S0022,18-01-2024,3621,123548928,1111155782
P0057,S0094,11-01-2022,2350,123457438,1111117268
P0421,S0018,16-09-2022,4238,123459965,1111146229
P0296,S0053,29-11-2023,2532,123557544,1111123678
P0196,S0085,05-01-2024,3811,123564666,1111163988
P0229,S0069,24-01-2022,1986,123465877,1111163740
P0506,S0063,16-12-2023,2682,123564930,1111155041
P0735,S0067,01-05-2021,1218,123486999,1111159175
P0657,S0050,18-01-2022,549,123471405,1111132193
P0242,S0061,02-05-2023,4991,123540641,1111129272
P0171,S0106,24-07-2023,2640,123548737,1111163824
P0548,S0062,02-10-2022,1364,123478936,1111164706
P0286,S0070,08-03-2023,3318,123511778,1111115080
P0347,S0066,02-07-2022,3657,123558211,1111152880
P0480,S0072,09-04-2023,2784,123544573,1111165861
P0402,S0042,02-02-2021,2658,123550697,1111134354
P0318,S0008,21-01-2021,937,123489318,1111124002
P0740,S0132,11-11-2023,4615,123457705,1111174180
P0559,S0070,18-08-2023,4540,123493714,1111178426
P0705,S0012,21-01-2021,3015,123549210,1111161974
P0524,S0085,08-12-2023,2274,123466899,1111117709
P0261,S0075,31-07-2021,2045,123539405,1111130145
P0735,S0085,04-07-2022,1871,123468326,1111167092
P0511,S0085,01-11-2022,2088,123518995,1111132265
P0116,S0039,06-12-2021,1636,123513793,1111169816
P0660,S0043,29-08-2021,1360,123531905,1111139937
P0565,S0082,07-04-2023,3424,123484436,1111114591
P0171,S0019,17-10-2023,3378,123520457,1111129791
P0022,S0097,02-10-2022,1394,123543162,1111171294
P0549,S0052,01-05-2023,1457,123510970,1111175028
P0001,S0107,02-12-2023,3469,123501541,1111168032
P0116,S0042,08-12-2022,4378,123518217,1111158267
P0092,S0001,03-09-2022,4027,123471848,1111111865
P0348,S0022,20-12-2021,4018,123458819,1111157146
P0372,S0058,17-02-2023,4210,123538209,1111171053
P0010,S0065,25-10-2023,3144,123526333,1111153198
P0260,S0005,30-07-2023,1338,123475357,1111141520
P0453,S0087,02-04-2023,3647,123546462,1111133610
P0635,S0040,28-02-2024,2627,123558905,1111172375
P0715,S0094,25-11-2022,4186,123564931,1111163612
P0277,S0048,23-11-2021,4118,123470790,1111141676
P0015,S0059,09-09-2023,2559,123476397,1111155658
P0476,S0094,01-12-2023,1392,123540897,1111144153
P0088,S0139,18-11-2022,1599,123534632,1111179731
P0015,S0080,04-02-2021,1845,123479372,1111161538
P0204,S0018,13-08-2021,953,123478434,1111134622
P0682,S0061,04-04-2023,3398,123566514,1111182915
P0297,S0082,03-07-2021,4419,123480719,1111146653
P0129,S0142,15-08-2023,4419,123522362,1111143229
P0340,S0094,10-07-2022,110,123541426,1111139030
P0241,S0122,08-02-2023,3242,123530703,1111133700
P0061,S0101,16-03-2024,1840,123537162,1111164846
P0287,S0058,08-04-2021,3157,123526547,1111187436
P0707,S0051,15-08-2022,3401,123459392,1111166301
P0724,S0126,23-09-2021,4906,123510785,1111157538
P0574,S0050,16-08-2022,177,123531844,1111176093
P0549,S0126,03-05-2022,1978,123516787,1111175684
P0663,S0075,04-04-2023,830,123473150,1111174688
P0437,S0112,16-03-2022,2817,123508746,1111168502
P0364,S0104,09-04-2023,884,123497108,1111162530
P0185,S0073,23-04-2021,1810,123538076,1111111925
P0536,S0070,05-08-2021,1436,123479789,1111180446
P0114,S0107,26-08-2021,4568,123534252,1111155035
P0079,S0026,22-11-2023,4700,123543937,1111111570
P0297,S0025,13-12-2022,4817,123561036,1111162392
P0531,S0139,11-06-2021,3768,123489987,1111144889
P0748,S0083,15-12-2021,2354,123557181,1111185512
P0438,S0080,07-08-2023,3998,123539214,1111119131
P0579,S0083,23-08-2022,2518,123484555,1111117788
P0361,S0056,10-08-2023,596,123524354,1111185738
P0705,S0008,29-11-2022,4803,123476935,1111111265
P0328,S0104,06-03-2021,3192,123459173,1111150220
P0063,S0126,03-01-2024,1714,123549449,1111132024
P0372,S0142,04-09-2023,4488,123547913,1111119031
P0140,S0008,07-03-2024,2124,123547953,1111181564
P0480,S0104,01-04-2021,239,123500228,1111153890
P0353,S0004,28-02-2022,3926,123524483,1111132809
P0741,S0026,09-04-2024,2740,123488687,1111169384
P0162,S0026,19-04-2021,1313,123515511,1111130595
P0260,S0128,31-05-2022,1268,123461875,1111137505
P0705,S0048,17-06-2022,765,123552324,1111174027
P0062,S0102,03-05-2021,4392,123521281,1111124462
P0671,S0126,16-11-2022,1398,123527284,1111167978
P0666,S0104,02-08-2022,1065,123546663,1111125139
P0317,S0062,14-02-2024,4803,123547233,1111139028
P0116,S0099,22-08-2022,727,123497184,1111148059
P0483,S0051,21-01-2021,4322,123553743,1111174332
P0015,S0144,29-04-2023,4301,123492028,1111128194
P0513,S0113,26-07-2023,2221,123565253,1111144615
P0051,S0010,18-11-2022,3328,123509447,1111171848
P0275,S0004,14-11-2023,2446,123464861,1111117951
P0054,S0027,10-03-2024,1750,123511816,1111185246
P0565,S0035,13-07-2022,1951,123481510,1111160027
P0702,S0112,20-05-2023,451,123462584,1111162693
P0328,S0094,16-12-2021,3137,123463747,1111122515
P0261,S0081,07-08-2023,2199,123544144,1111141018
P0664,S0124,02-05-2022,180,123488513,1111125483
P0348,S0130,27-09-2022,237,123483790,1111168091
P0138,S0143,22-06-2022,4982,123530149,1111136429
P0276,S0085,24-01-2023,3195,123524444,1111184640
P0463,S0102,26-06-2023,2514,123504580,1111156093
P0491,S0012,13-05-2021,270,123477771,1111167093
P0609,S0096,03-09-2023,4644,123499520,1111137934
P0382,S0062,29-11-2021,3281,123553008,1111124815
P0527,S0084,07-03-2023,3926,123529746,1111121227
P0317,S0049,15-05-2023,1630,123483382,1111182085
P0287,S0144,27-04-2024,1008,123464780,1111133821
P0376,S0066,01-02-2023,4170,123545519,1111180119
P0038,S0026,26-01-2021,1359,123475984,1111185999
P0054,S0103,12-08-2023,568,123562083,1111115194
P0177,S0004,26-01-2021,563,123457187,1111185173
P0204,S0143,10-11-2021,434,123475309,1111140432
P0436,S0107,07-02-2021,170,123468492,1111115484
P0716,S0061,15-01-2021,3470,123549775,1111155043
P0639,S0103,16-11-2023,4685,123466638,1111115346
P0608,S0037,01-06-2021,2831,123519995,1111167227
P0206,S0059,09-09-2021,4376,123526391,1111167249
P0376,S0085,15-04-2024,2627,123539096,1111174155
P0039,S0076,19-02-2021,4372,123485114,1111183131
P0051,S0011,02-08-2023,2879,123533861,1111140909
P0395,S0104,28-10-2023,3301,123476628,1111154325
P0147,S0002,24-04-2021,4034,123547759,1111182653
P0242,S0002,28-09-2022,2791,123505988,1111133372
P0474,S0040,20-06-2021,3259,123490471,1111118422
P0026,S0088,18-10-2023,3187,123549239,1111170363
P0671,S0131,03-01-2023,1322,123565486,1111123992
P0390,S0127,11-04-2023,2947,123566204,1111143116
P0364,S0078,19-09-2023,1275,123489978,1111143616
P0163,S0041,28-04-2023,3800,123544914,1111130481
P0590,S0087,10-12-2023,2263,123532488,1111147270
P0427,S0107,04-02-2024,1921,123519893,1111164009
P0197,S0062,15-12-2023,3080,123515407,1111123941
P0503,S0013,08-09-2023,4573,123548904,1111137762
P0504,S0144,02-06-2022,2153,123466826,1111184833
P0312,S0013,07-10-2021,3078,123558181,1111131670
P0140,S0051,26-06-2023,3613,123540606,1111166752
P0491,S0085,29-11-2022,2096,123521351,1111185249
P0665,S0031,11-08-2023,2094,123553040,1111132569
P0165,S0093,08-06-2023,1588,123567552,1111162320
P0039,S0098,07-09-2021,1398,123561609,1111151558
P0260,S0115,26-04-2024,1568,123492879,1111122353
P0634,S0001,03-03-2023,4758,123457213,1111159141
P0475,S0085,17-03-2023,413,123516946,1111187630
P0574,S0060,25-03-2023,3946,123457340,1111128066
P0017,S0024,20-09-2022,2305,123554629,1111139043
P0655,S0106,29-10-2023,3731,123476148,1111158149
P0355,S0085,27-02-2022,2905,123553550,1111169945
P0026,S0108,04-06-2023,4004,123552884,1111176927
P0361,S0104,19-12-2021,2392,123561209,1111125655
P0483,S0138,17-12-2022,3479,123536475,1111158694
P0405,S0085,31-10-2023,3611,123517227,1111120143
P0665,S0065,28-08-2021,1660,123473172,1111152654
P0704,S0078,06-10-2022,1202,123460987,1111111268
P0103,S0109,07-02-2022,516,123462041,1111168108
P0663,S0006,25-10-2021,2150,123512010,1111156298
P0742,S0058,17-08-2021,568,123525242,1111184282
P0364,S0057,01-08-2023,3442,123526977,1111156037
P0223,S0067,01-04-2021,989,123523364,1111127891
P0503,S0050,22-03-2021,4335,123476249,1111141852
P0565,S0133,01-03-2021,4651,123534195,1111186263
P0681,S0025,12-09-2021,3729,123523420,1111116663
P0740,S0048,09-01-2024,510,123469128,1111128228
P0078,S0048,12-06-2021,1079,123536993,1111133285
P0572,S0103,06-10-2022,3208,123509905,1111147977
P0511,S0028,17-10-2021,3881,123565243,1111147609
P0220,S0102,24-03-2022,554,123545829,1111138017
P0428,S0124,27-07-2022,4355,123524746,1111122601
P0035,S0021,19-08-2021,2006,123533729,1111161578
P0046,S0112,30-03-2023,3090,123540528,1111119075
P0147,S0046,03-05-2022,3423,123561378,1111165258
P0455,S0110,17-12-2021,3781,123496452,1111182494
P0543,S0082,17-01-2022,259,123457534,1111143046
P0660,S0122,21-01-2023,4334,123480648,1111147234
P0277,S0078,22-08-2023,1191,123525882,1111160178
P0331,S0043,20-04-2023,528,123492314,1111183739
P0389,S0040,28-08-2023,3390,123468427,1111161234
P0587,S0043,30-08-2022,822,123533583,1111143937
P0258,S0026,31-08-2023,2080,123495401,1111111159
P0017,S0018,05-03-2022,4382,123554447,1111121612
P0282,S0066,20-08-2022,1545,123511939,1111173040
P0067,S0026,23-10-2022,2152,123514029,1111186279
P0437,S0013,23-02-2024,2926,123559643,1111113347
P0035,S0010,13-10-2023,4732,123469324,1111148026
P0718,S0058,22-12-2022,3591,123557848,1111111225
P0238,S0094,14-01-2024,2205,123530914,1111141687
P0458,S0101,08-04-2023,2427,123471879,1111130567
P0397,S0026,13-02-2022,3858,123563386,1111111545
P0185,S0082,16-02-2023,1381,123543896,1111161266
P0177,S0137,27-08-2021,2642,123487601,1111184359
P0116,S0058,15-12-2023,1222,123522628,1111123774
P0658,S0036,27-03-2023,2170,123477787,1111169359
P0330,S0042,27-12-2022,1734,123466361,1111113048
P0132,S0053,29-04-2021,2193,123549566,1111115510
P0026,S0040,20-03-2022,1119,123545373,1111148471
P0311,S0018,21-05-2021,2626,123514113,1111154087
P0351,S0071,05-04-2022,4779,123480887,1111152239
P0018,S0108,22-03-2022,1788,123508238,1111124628
P0527,S0020,26-02-2023,288,123542462,1111124991
P0099,S0040,18-09-2022,3827,123492705,1111138266
P0162,S0126,01-09-2021,4360,123476345,1111175907
P0269,S0068,09-06-2023,2524,123484147,1111176350
P0312,S0062,27-02-2023,2476,123537459,1111152076
P0590,S0049,17-04-2024,1840,123538642,1111143670
P0149,S0070,27-03-2024,3309,123497026,1111180366
P0179,S0067,13-04-2022,3789,123563027,1111172980
P0611,S0058,04-12-2022,1075,123541126,1111113527
P0035,S0124,30-10-2023,1873,123478231,1111177533
P0116,S0103,07-04-2022,1299,123541940,1111159851
P0389,S0056,27-02-2021,1928,123473910,1111111397
P0239,S0050,21-05-2022,2220,123537804,1111150357
P0302,S0056,19-08-2022,3889,123565188,1111118529
P0043,S0104,04-02-2023,3240,123517106,1111137743
P0025,S0040,17-04-2024,1260,123524636,1111163494
P0602,S0115,04-12-2023,4752,123566620,1111147830
P0546,S0038,01-08-2023,2615,123464260,1111156709
P0223,S0043,23-07-2021,2885,123537363,1111187465
P0055,S0062,08-02-2023,457,123505681,1111163507
P0514,S0042,08-11-2022,4159,123488102,1111158981
P0229,S0031,21-05-2022,3097,123477518,1111124346
P0663,S0089,17-10-2022,2129,123521594,1111139717
P0390,S0009,30-06-2021,3722,123472507,1111167801
P0504,S0056,13-03-2024,142,123467098,1111158274
P0039,S0034,18-03-2023,3141,123507854,1111151333
P0425,S0056,06-05-2023,4023,123492508,1111132756
P0663,S0129,06-07-2022,2842,123549253,1111151280
P0549,S0097,17-05-2023,3869,123508651,1111153719
P0576,S0016,19-07-2023,1413,123461117,1111169822
P0665,S0140,29-05-2021,3917,123487943,1111169220
P0186,S0071,29-05-2021,1644,123511225,1111148890
P0569,S0035,15-12-2023,4014,123547241,1111130333
P0705,S0008,05-11-2021,1238,123491230,1111169078
P0260,S0077,22-07-2022,260,123502698,1111186454
P0362,S0061,04-05-2022,4276,123464316,1111171188
P0660,S0063,22-08-2022,3282,123496818,1111149181
P0729,S0024,05-04-2022,1271,123493575,1111136885
P0226,S0023,12-07-2022,4798,123524590,1111125396
P0187,S0056,27-10-2022,1237,123499724,1111141844
P0283,S0031,04-01-2024,438,123544165,1111164877
P0726,S0094,10-04-2024,401,123563327,1111124155
P0256,S0113,07-06-2022,3931,123535751,1111168270
P0582,S0002,01-01-2024,3560,123505561,1111119592
P0220,S0002,11-11-2023,2357,123522022,1111156585
P0463,S0106,17-04-2021,3419,123558324,1111154011
P0613,S0095,05-10-2022,671,123470579,1111126251
P0539,S0106,27-12-2023,1920,123507222,1111159817
P0083,S0052,01-11-2023,3272,123566709,1111159551
P0167,S0065,01-03-2021,4856,123563609,1111185642
P0402,S0112,10-10-2021,4370,123531232,1111175372
P0543,S0125,21-05-2023,1059,123483332,1111175474
P0645,S0056,14-04-2022,186,123481249,1111128736
P0663,S0125,09-03-2021,4498,123558415,1111121693
P0729,S0020,23-08-2022,906,123547516,1111146658
P0522,S0020,15-06-2021,4158,123485610,1111152246
P0171,S0008,04-05-2021,484,123521422,1111111357
P0490,S0139,09-01-2023,449,123461311,1111138534
P0459,S0089,21-04-2021,2427,123501378,1111139202
P0324,S0105,27-03-2022,3226,123475232,1111154874
P0114,S0050,07-09-2022,4187,123469594,1111128104
P0657,S0045,17-02-2022,3865,123529344,1111150065
P0373,S0042,25-02-2021,3373,123476354,1111160360
P0131,S0005,17-10-2023,3478,123472530,1111124930
P0663,S0120,28-04-2024,639,123460995,1111165867
P0100,S0072,26-02-2021,4874,123502693,1111124405
P0651,S0131,18-10-2023,4180,123474485,1111154206
P0556,S0138,02-10-2022,812,123484649,1111122193
P0593,S0125,18-02-2024,786,123483320,1111175326
P0147,S0070,06-11-2023,212,123547127,1111165017
P0483,S0098,19-03-2023,4746,123464651,1111173264
P0138,S0012,01-06-2023,1818,123561092,1111187313
P0651,S0078,21-04-2021,2034,123463309,1111117627
P0718,S0078,29-04-2021,1125,123521791,1111153653
P0141,S0012,14-04-2023,3360,123492820,1111112456
P0698,S0094,15-12-2022,1614,123494060,1111129511
P0585,S0020,17-09-2021,1976,123466063,1111132830
P0177,S0025,27-08-2023,3435,123527094,1111121070
P0348,S0021,17-09-2021,1038,123472777,1111112786
P0613,S0106,13-04-2024,1688,123460278,1111135997
P0619,S0046,18-12-2022,4823,123530102,1111135973
P0206,S0143,20-07-2021,2746,123477136,1111172640
